C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,label
9,73,0,0,1,4,115,8,1,43,142,0,104,7,118,0,8,83,0,0,0,5,0,0,0,0,0.0,0.0,2.1972245773362196,1.9459101490553132,4.836281906951478,4.812184355372417,1.791759469228055,3.5553480614894135,4.68213122712422,0.0,1.3862943611198906,0.0,3.2188758248682006,0
11,5,62,16,1,1,65,1,1,75,30,151,69,8,21,64,4,40,30,2,122,0,1,89,16,23,0.0,0.0,1.791759469228055,1.9459101490553132,8.773694146384443,4.543294782270004,2.995732273553991,2.0794415416798357,3.6375861597263857,0.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,0
0,15,48,87,1,4,120,1,1,51,26,133,104,1,42,166,4,120,0,0,10,3,0,109,0,0,0.0,1.0986122886681098,0.6931471805599453,2.4849066497880004,7.659171367666058,4.382026634673881,1.9459101490553132,1.0986122886681098,4.74493212836325,0.0,1.3862943611198906,0.6931471805599453,2.4849066497880004,1
9,37,0,0,1,4,178,1,1,29,157,0,114,1,149,0,8,104,0,0,0,0,0,0,0,0,0.0,2.8903717578961645,1.791759469228055,2.0794415416798357,8.746557354543503,0.0,0.0,3.7612001156935624,0.6931471805599453,0.0,0.0,0.0,3.58351893845611,0
11,5,86,144,5,0,17,1,1,30,17,4,20,2,148,146,5,40,1,2,18,0,0,39,18,84,0.0,1.0986122886681098,3.1780538303479458,3.044522437723423,5.003946305945459,0.0,0.0,3.044522437723423,3.044522437723423,0.0,0.0,0.0,3.044522437723423,0
0,51,20,75,1,4,182,1,0,123,66,78,139,2,26,127,8,99,5,1,61,0,4,100,16,52,0.0,2.995732273553991,6.284134161070802,2.0794415416798357,11.034389538985547,0.0,0.0,2.0794415416798357,1.0986122886681098,0.0,0.0,0.0,2.0794415416798357,0
0,0,66,107,1,4,10,15,1,11,87,6,73,2,53,49,0,74,5,1,30,5,0,118,17,48,0.0,0.0,4.736198448394496,1.3862943611198906,8.01862546504575,6.3561076606958915,1.0986122886681098,1.3862943611198906,5.3706380281276624,0.0,0.6931471805599453,0.0,1.3862943611198906,0
21,64,44,65,1,6,4,2,1,9,130,96,57,1,106,1,1,25,0,0,138,0,0,68,0,0,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,7.382746449738912,2.5649493574615367,0.6931471805599453,2.5649493574615367,2.772588722239781,0.0,0.6931471805599453,0.0,2.5649493574615367,1
0,5,153,143,1,0,141,1,1,118,30,128,69,13,23,4,4,40,17,2,41,0,0,12,16,11,0.6931471805599453,0.0,1.9459101490553132,1.3862943611198906,0.0,0.0,2.995732273553991,1.3862943611198906,1.3862943611198906,0.6931471805599453,2.302585092994046,0.0,0.0,1
0,84,84,41,5,4,27,1,1,96,110,67,63,1,121,75,4,7,18,1,123,0,0,10,16,49,0.0,3.1354942159291497,1.9459101490553132,3.1354942159291497,5.318119993844216,5.0369526024136295,4.394449154672439,2.9444389791664403,6.2324480165505225,0.0,2.4849066497880004,0.0,3.1354942159291497,0
21,68,0,0,5,0,19,1,1,61,149,0,14,1,24,0,7,72,0,0,0,0,0,0,0,0,0.6931471805599453,-1.0,0.0,0.0,4.9344739331306915,0.0,0.6931471805599453,0.0,0.0,0.6931471805599453,0.6931471805599453,0.0,0.0,0
